"","Date","State.UnionTerritory","ConfirmedIndianNational","ConfirmedForeignNational","Cured","Deaths","Confirmed"
"16178","04-09-2020","Jammu and Kashmir","39943","0","30759","743",39943
"17178","04-09-2020","Jharkhand","46480","0","30886","444",46480
"18178","04-09-2020","Karnataka","370206","0","268035","6054",370206
"19178","04-09-2020","Kerala","79625","0","57728","315",79625
"20178","04-09-2020","Lakshadweep","0","0","0","0",0
"21178","04-09-2020","Ladakh","2840","0","2039","35",2840
"22178","04-09-2020","Madhya Pradesh","68586","0","52215","1483",68586
"23178","04-09-2020","Maharashtra","843844","0","612484","25586",843844
"24178","04-09-2020","Manipur","6609","0","4774","32",6609
"25178","04-09-2020","Meghalaya","2626","0","1393","13",2626
"26178","04-09-2020","Mizoram","1040","0","671","0",1040
"27178","04-09-2020","Nagaland","4066","0","3324","9",4066
"28178","04-09-2020","Odisha","113411","0","87351","522",113411
"29178","04-09-2020","Puducherry","15581","0","10279","260",15581
"30178","04-09-2020","Punjab","58515","0","41271","1690",58515
"31213","04-09-2020","Rajasthan","86227","0","71220","1095",86227
"32191","04-09-2020","Sikkim","1738","0","1304","4",1738
"33179","04-09-2020","Tamil Nadu","445851","0","386173","7608",445851
"34178","04-09-2020","Telengana","135884","0","102024","866",135884
"35178","04-09-2020","Tripura","13816","0","8212","129",13816
"36178","04-09-2020","Uttarakhand","22180","0","15009","300",22180
"37178","04-09-2020","Uttar Pradesh","247101","0","185812","3691",247101
"38178","04-09-2020","West Bengal","171681","0","144248","3394",171681
"3930","05-09-2020","Andhra Pradesh","476506","0","370163","4276",476506
"4179","05-09-2020","Andaman and Nicobar Islands","3257","0","2863","49",3257
"5179","05-09-2020","Arunachal Pradesh","4775","0","3280","7",4775
"6179","05-09-2020","Assam","121224","0","92720","345",121224
"7179","05-09-2020","Bihar","144104","0","126371","701",144104
"8179","05-09-2020","Chandigarh","5268","0","3105","68",5268
"9179","05-09-2020","Chhattisgarh","40634","0","19625","337",40634
"10179","05-09-2020","Dadra and Nagar Haveli","2467","0","2180","2",2467
"11179","05-09-2020","Delhi","185220","0","161865","4513",185220
"12179","05-09-2020","Goa","19863","0","14747","220",19863
"13179","05-09-2020","Gujarat","101533","0","82273","3076",101533
"14179","05-09-2020","Haryana","71983","0","57171","759",71983
"15179","05-09-2020","Himachal Pradesh","6830","0","4965","50",6830
"16179","05-09-2020","Jammu and Kashmir","40990","0","31435","755",40990
"17179","05-09-2020","Jharkhand","48039","0","32043","447",48039
"18179","05-09-2020","Karnataka","379486","0","274196","6170",379486
"19179","05-09-2020","Kerala","82104","0","60444","326",82104
"20179","05-09-2020","Lakshadweep","0","0","0","0",0
"21179","05-09-2020","Ladakh","2935","0","2085","35",2935
"22179","05-09-2020","Madhya Pradesh","70244","0","53257","1513",70244
"23179","05-09-2020","Maharashtra","863062","0","625773","25964",863062
"24179","05-09-2020","Manipur","6699","0","4899","35",6699
"25179","05-09-2020","Meghalaya","2734","0","1468","14",2734
"26179","05-09-2020","Mizoram","1046","0","683","0",1046
"27179","05-09-2020","Nagaland","4107","0","3361","10",4107
"28179","05-09-2020","Odisha","116678","0","90331","531",116678
"29179","05-09-2020","Puducherry","16164","0","10674","280",16164
"30179","05-09-2020","Punjab","60013","0","42543","1739",60013
"31214","05-09-2020","Rajasthan","87797","0","71899","1108",87797
"32192","05-09-2020","Sikkim","1843","0","1329","5",1843
"33180","05-09-2020","Tamil Nadu","451827","0","392507","7687",451827
"34179","05-09-2020","Telengana","138395","0","104603","877",138395
"35179","05-09-2020","Tripura","14507","0","8483","136",14507
"36179","05-09-2020","Uttarakhand","23011","0","15511","312",23011
"37179","05-09-2020","Uttar Pradesh","253175","0","190818","3762",253175
"38179","05-09-2020","West Bengal","174659","0","147553","3452",174659
"3931","06-09-2020","Andhra Pradesh","487331","0","382104","4347",487331
"4180","06-09-2020","Andaman and Nicobar Islands","3292","0","2904","50",3292
"5180","06-09-2020","Arunachal Pradesh","4914","0","3381","8",4914
"6180","06-09-2020","Assam","123922","0","95063","352",123922
"7180","06-09-2020","Bihar","145832","0","128503","735",145832
"8180","06-09-2020","Chandigarh","5502","0","3290","69",5502
"9180","06-09-2020","Chhattisgarh","43163","0","20487","356",43163
"10180","06-09-2020","Dadra and Nagar Haveli","2537","0","2234","2",2537
"11180","06-09-2020","Delhi","188193","0","163785","4538",188193
"12180","06-09-2020","Goa","20455","0","15281","229",20455
"13180","06-09-2020","Gujarat","102844","0","83419","3091",102844
"14180","06-09-2020","Haryana","74272","0","58580","781",74272
"15180","06-09-2020","Himachal Pradesh","7018","0","4986","54",7018
"16180","06-09-2020","Jammu and Kashmir","42241","0","31924","770",42241
"17180","06-09-2020","Jharkhand","49797","0","34330","462",49797
"18180","06-09-2020","Karnataka","389232","0","283298","6298",389232
"19180","06-09-2020","Kerala","84759","0","62555","337",84759
"20180","06-09-2020","Lakshadweep","0","0","0","0",0
"21180","06-09-2020","Ladakh","2996","0","2127","35",2996
"22180","06-09-2020","Madhya Pradesh","71880","0","54649","1543",71880
"23180","06-09-2020","Maharashtra","883862","0","636574","26276",883862
"24180","06-09-2020","Manipur","6883","0","4975","36",6883
"25180","06-09-2020","Meghalaya","2916","0","1527","15",2916
"26180","06-09-2020","Mizoram","1062","0","718","0",1062
"27180","06-09-2020","Nagaland","4128","0","3392","10",4128
"28180","06-09-2020","Odisha","120221","0","93774","538",120221
"29180","06-09-2020","Puducherry","16566","0","11107","298",16566
"30180","06-09-2020","Punjab","61527","0","43849","1808",61527
"31215","06-09-2020","Rajasthan","89363","0","73245","1122",89363
"32193","06-09-2020","Sikkim","1901","0","1347","5",1901
"33181","06-09-2020","Tamil Nadu","457697","0","398366","7748",457697
"34180","06-09-2020","Telengana","140969","0","107530","886",140969
"35180","06-09-2020","Tripura","15109","0","8745","144",15109
"36180","06-09-2020","Uttarakhand","23961","0","16056","330",23961
"37180","06-09-2020","Uttar Pradesh","259765","0","195959","3843",259765
"38180","06-09-2020","West Bengal","177701","0","150801","3510",177701
"3932","07-09-2020","Andhra Pradesh","498125","0","394019","4417",498125
"4181","07-09-2020","Andaman and Nicobar Islands","3332","0","2951","50",3332
"5181","07-09-2020","Arunachal Pradesh","5000","0","3472","8",5000
"6181","07-09-2020","Assam","125459","0","96826","360",125459
"7181","07-09-2020","Bihar","147661","0","130485","750",147661
"8181","07-09-2020","Chandigarh","5763","0","3439","71",5763
"9181","07-09-2020","Chhattisgarh","45263","0","21198","380",45263
"10181","07-09-2020","Dadra and Nagar Haveli","2575","0","2271","2",2575
"11181","07-09-2020","Delhi","191449","0","165973","4567",191449
"12181","07-09-2020","Goa","20829","0","15839","236",20829
"13181","07-09-2020","Gujarat","104179","0","84631","3105",104179
"14181","07-09-2020","Haryana","76549","0","60051","806",76549
"15181","07-09-2020","Himachal Pradesh","7415","0","5184","55",7415
"16181","07-09-2020","Jammu and Kashmir","43557","0","32327","784",43557
"17181","07-09-2020","Jharkhand","51063","0","36184","469",51063
"18181","07-09-2020","Karnataka","398551","0","292873","6393",398551
"19181","07-09-2020","Kerala","87841","0","64751","347",87841
"20181","07-09-2020","Lakshadweep","0","0","0","0",0
"21181","07-09-2020","Ladakh","3036","0","2151","35",3036
"22181","07-09-2020","Madhya Pradesh","73574","0","55887","1572",73574
"23181","07-09-2020","Maharashtra","907212","0","644400","26604",907212
"24181","07-09-2020","Manipur","7022","0","5164","38",7022
"25181","07-09-2020","Meghalaya","3005","0","1556","16",3005
"26181","07-09-2020","Mizoram","1114","0","734","0",1114
"27181","07-09-2020","Nagaland","4178","0","3511","10",4178
"28181","07-09-2020","Odisha","124031","0","96364","546",124031
"29181","07-09-2020","Puducherry","17032","0","11632","314",17032
"30181","07-09-2020","Punjab","63473","0","45455","1862",63473
"31216","07-09-2020","Rajasthan","90956","0","74861","1137",90956
"32194","07-09-2020","Sikkim","1910","0","1371","5",1910
"33182","07-09-2020","Tamil Nadu","463480","0","404186","7836",463480
"34181","07-09-2020","Telengana","142771","0","110241","895",142771
"35181","07-09-2020","Tripura","15508","0","9048","149",15508
"36181","07-09-2020","Uttarakhand","24629","0","16648","341",24629
"37181","07-09-2020","Uttar Pradesh","266283","0","200738","3920",266283
"38181","07-09-2020","West Bengal","180788","0","154008","3562",180788
"3933","08-09-2020","Andhra Pradesh","506493","0","404074","4487",506493
"4182","08-09-2020","Andaman and Nicobar Islands","3359","0","2997","50",3359
"5182","08-09-2020","Arunachal Pradesh","5180","0","3596","8",5180
"6182","08-09-2020","Assam","128244","0","99076","370",128244
"7182","08-09-2020","Bihar","149027","0","132145","761",149027
"8182","08-09-2020","Chandigarh","5995","0","3734","74",5995
"9182","08-09-2020","Chhattisgarh","47280","0","22177","395",47280
"10182","08-09-2020","Dadra and Nagar Haveli","2590","0","2291","2",2590
"11182","08-09-2020","Delhi","193526","0","168384","4599",193526
"12182","08-09-2020","Goa","21173","0","16427","245",21173
"13182","08-09-2020","Gujarat","105509","0","85907","3120",105509
"14182","08-09-2020","Haryana","78773","0","61611","829",78773
"15182","08-09-2020","Himachal Pradesh","7660","0","5370","56",7660
"16182","08-09-2020","Jammu and Kashmir","44570","0","32760","801",44570
"17182","08-09-2020","Jharkhand","52620","0","37550","482",52620
"18182","08-09-2020","Karnataka","404324","0","300770","6534",404324
"19182","08-09-2020","Kerala","89489","0","66997","359",89489
"20182","08-09-2020","Lakshadweep","0","0","0","0",0
"21182","08-09-2020","Ladakh","3064","0","2211","35",3064
"22182","08-09-2020","Madhya Pradesh","75459","0","56909","1589",75459
"23182","08-09-2020","Maharashtra","923641","0","659322","27027",923641
"24182","08-09-2020","Manipur","7106","0","5358","38",7106
"25182","08-09-2020","Meghalaya","3034","0","1560","17",3034
"26182","08-09-2020","Mizoram","1114","0","735","0",1114
"27182","08-09-2020","Nagaland","4220","0","3685","10",4220
"28182","08-09-2020","Odisha","127892","0","99398","556",127892
"29182","08-09-2020","Puducherry","17316","0","12135","325",17316
"30182","08-09-2020","Punjab","65583","0","47020","1923",65583
"31217","08-09-2020","Rajasthan","92536","0","76427","1151",92536
"32195","08-09-2020","Sikkim","1939","0","1396","5",1939
"33183","08-09-2020","Tamil Nadu","469256","0","410116","7925",469256
"34182","08-09-2020","Telengana","145163","0","112587","906",145163
"35182","08-09-2020","Tripura","16135","0","9342","152",16135
"36182","08-09-2020","Uttarakhand","25436","0","17123","348",25436
"37182","08-09-2020","Uttar Pradesh","271851","0","205731","3976",271851
"38182","08-09-2020","West Bengal","183865","0","157029","3620",183865
"3934","09-09-2020","Andhra Pradesh","517094","0","415765","4560",517094
"4183","09-09-2020","Andaman and Nicobar Islands","3392","0","3035","50",3392
"5183","09-09-2020","Arunachal Pradesh","5402","0","3723","9",5402
"6183","09-09-2020","Assam","130823","0","101239","378",130823
"7183","09-09-2020","Bihar","150502","0","134391","765",150502
"8183","09-09-2020","Chandigarh","6372","0","3960","78",6372
"9183","09-09-2020","Chhattisgarh","50114","0","22792","407",50114
"10183","09-09-2020","Dadra and Nagar Haveli","2617","0","2321","2",2617
"11183","09-09-2020","Delhi","197135","0","170140","4618",197135
"12183","09-09-2020","Goa","21630","0","16875","256",21630
"13183","09-09-2020","Gujarat","106804","0","87352","3133",106804
"14183","09-09-2020","Haryana","81059","0","63315","854",81059
"15183","09-09-2020","Himachal Pradesh","7831","0","5445","60",7831
"16183","09-09-2020","Jammu and Kashmir","45925","0","33251","815",45925
"17183","09-09-2020","Jharkhand","55296","0","39362","496",55296
"18183","09-09-2020","Karnataka","412190","0","308573","6680",412190
"19183","09-09-2020","Kerala","92515","0","68863","372",92515
"20183","09-09-2020","Lakshadweep","0","0","0","0",0
"21183","09-09-2020","Ladakh","3102","0","2211","35",3102
"22183","09-09-2020","Madhya Pradesh","77323","0","58509","1609",77323
"23183","09-09-2020","Maharashtra","943772","0","672556","27407",943772
"24183","09-09-2020","Manipur","7202","0","5480","39",7202
"25183","09-09-2020","Meghalaya","3076","0","1716","17",3076
"26183","09-09-2020","Mizoram","1123","0","745","0",1123
"27183","09-09-2020","Nagaland","4245","0","3739","10",4245
"28183","09-09-2020","Odisha","131382","0","102185","569",131382
"29183","09-09-2020","Puducherry","17749","0","12581","337",17749
"30183","09-09-2020","Punjab","67547","0","49327","1990",67547
"31218","09-09-2020","Rajasthan","94126","0","77872","1164",94126
"32196","09-09-2020","Sikkim","1958","0","1413","7",1958
"33184","09-09-2020","Tamil Nadu","474940","0","416715","8012",474940
"34183","09-09-2020","Telengana","147642","0","115072","916",147642
"35183","09-09-2020","Tripura","16717","0","9653","161",16717
"36183","09-09-2020","Uttarakhand","26094","0","17473","360",26094
"37183","09-09-2020","Uttar Pradesh","278473","0","211170","4047",278473
"38183","09-09-2020","West Bengal","186956","0","160025","3677",186956
"3935","10-09-2020","Andhra Pradesh","527512","0","425607","4634",527512
"4184","10-09-2020","Andaman and Nicobar Islands","3426","0","3078","51",3426
"5184","10-09-2020","Arunachal Pradesh","5545","0","3906","9",5545
"6184","10-09-2020","Assam","133066","0","103504","396",133066
"7184","10-09-2020","Bihar","152192","0","135791","775",152192
"8184","10-09-2020","Chandigarh","6704","0","4140","80",6704
"9184","10-09-2020","Chhattisgarh","52932","0","24414","477",52932
"10184","10-09-2020","Dadra and Nagar Haveli","2643","0","2346","2",2643
"11184","10-09-2020","Delhi","201174","0","172763","4638",201174
"12184","10-09-2020","Goa","22251","0","17156","262",22251
"13184","10-09-2020","Gujarat","108133","0","88688","3149",108133
"14184","10-09-2020","Haryana","83353","0","65143","882",83353
"15184","10-09-2020","Himachal Pradesh","8147","0","5597","63",8147
"16184","10-09-2020","Jammu and Kashmir","47542","0","33871","832",47542
"17184","10-09-2020","Jharkhand","56897","0","40659","512",56897
"18184","10-09-2020","Karnataka","421730","0","315433","6808",421730
"19184","10-09-2020","Kerala","95917","0","70917","384",95917
"20184","10-09-2020","Lakshadweep","0","0","0","0",0
"21184","10-09-2020","Ladakh","3142","0","2329","35",3142
"22184","10-09-2020","Madhya Pradesh","79192","0","59850","1640",79192
"23184","10-09-2020","Maharashtra","967349","0","686462","27787",967349
"24184","10-09-2020","Manipur","7362","0","5548","40",7362
"25184","10-09-2020","Meghalaya","3197","0","1823","19",3197
"26184","10-09-2020","Mizoram","1192","0","750","0",1192
"27184","10-09-2020","Nagaland","4375","0","3787","10",4375
"28184","10-09-2020","Odisha","135130","0","105295","580",135130
"29184","10-09-2020","Puducherry","18084","0","12967","347",18084
"30184","10-09-2020","Punjab","69684","0","50558","2061",69684
"31219","10-09-2020","Rajasthan","95736","0","79450","1178",95736
"32197","10-09-2020","Sikkim","1989","0","1429","7",1989
"33185","10-09-2020","Tamil Nadu","480524","0","423231","8090",480524
"34184","10-09-2020","Telengana","150176","0","117143","927",150176
"35184","10-09-2020","Tripura","17252","0","9993","173",17252
"36184","10-09-2020","Uttarakhand","27211","0","18262","372",27211
